transaction_id,customer_id,transaction_date,subtotal,promotion_id,final_amount,true_segment,used_promo
T000774,C0127,2024-02-13,2106.73,P_PAYDAY,2056.73,Champion,1
T000775,C0127,2024-04-25,1223.67,P_PAYDAY,1173.67,Champion,1
T000776,C0127,2024-03-02,1302.44,NONE,1302.44,Champion,0
T000777,C0127,2024-03-27,2896.3,P_PAYDAY,2846.3,Champion,1
T000778,C0127,2024-02-09,2105.82,NONE,2105.82,Champion,0
T000779,C0128,2024-05-15,2576.11,P_WEEKEND,2546.11,New,1
T000780,C0128,2024-06-22,337.72,P_WEEKEND,307.72,New,1
T000781,C0129,2024-06-12,633.33,NONE,633.33,At-Risk,0
T000782,C0129,2024-04-16,2737.82,NONE,2737.82,At-Risk,0
T000783,C0129,2024-03-24,2798.25,NONE,2798.25,At-Risk,0
T000784,C0129,2024-01-15,2218.54,NONE,2218.54,At-Risk,0
T000785,C0129,2024-01-23,2963.46,P_CHAMPION,2370.77,At-Risk,1
T000786,C0129,2024-02-06,2948.44,P_CHAMPION,2358.75,At-Risk,1
T000787,C0129,2024-06-12,1915.53,P_MIDYEAR,1715.53,At-Risk,1
T000788,C0129,2024-04-28,21158.81,P_PAYDAY,21108.81,At-Risk,1
T000789,C0129,2024-06-08,2237.21,NONE,2237.21,At-Risk,0
T000790,C0129,2024-01-28,1340.3,NONE,1340.3,At-Risk,0
T000791,C0129,2024-04-14,896.94,NONE,896.94,At-Risk,0
T000792,C0129,2024-01-10,2624.07,P_WEEKEND,2594.07,At-Risk,1
T000793,C0130,2024-05-11,2885.54,NONE,2885.54,Loyal,0
T000794,C0130,2024-02-29,1329.96,NONE,1329.96,Loyal,0
T000795,C0130,2024-04-12,2676.36,NONE,2676.36,Loyal,0
T000796,C0130,2024-03-20,2821.81,P_WEEKEND,2791.81,Loyal,1
T000797,C0130,2024-05-14,2620.57,NONE,2620.57,Loyal,0
T000798,C0130,2024-05-22,659.58,NONE,659.58,Loyal,0
T000799,C0130,2024-03-13,2297.43,P_WEEKEND,2267.43,Loyal,1
T000800,C0130,2024-02-27,1392.67,P_PAYDAY,1342.67,Loyal,1
T000801,C0131,2024-03-13,522.46,P_LOYAL,444.09,Loyal,1
T000802,C0131,2024-03-29,905.64,NONE,905.64,Loyal,0
T000803,C0131,2024-06-13,814.19,NONE,814.19,Loyal,0
T000804,C0131,2024-05-26,387.5,NONE,387.5,Loyal,0
T000805,C0131,2024-01-31,648.0,NONE,648.0,Loyal,0
T000806,C0131,2024-05-18,905.57,P_PAYDAY,855.57,Loyal,1
T000807,C0131,2024-02-16,708.04,NONE,708.04,Loyal,0
T000808,C0131,2024-01-22,387.94,P_WEEKEND,357.94,Loyal,1
T000809,C0131,2024-02-16,599.6,P_PAYDAY,549.6,Loyal,1
T000810,C0131,2024-01-10,409.43,P_LOYAL,348.02,Loyal,1
T000811,C0132,2024-03-11,2060.98,NONE,2060.98,Loyal,0
T000812,C0132,2024-03-24,901.47,NONE,901.47,Loyal,0
T000813,C0132,2024-02-22,1596.17,NONE,1596.17,Loyal,0
T000814,C0132,2024-02-15,1453.85,P_WEEKEND,1423.85,Loyal,1
T000815,C0132,2024-05-07,2990.38,NONE,2990.38,Loyal,0
T000816,C0132,2024-05-14,713.85,P_PAYDAY,663.85,Loyal,1
T000817,C0132,2024-03-13,689.0,P_WEEKEND,659.0,Loyal,1
T000818,C0132,2024-04-25,2755.27,NONE,2755.27,Loyal,0
T000819,C0132,2024-05-12,1449.78,NONE,1449.78,Loyal,0
T000820,C0133,2024-01-31,205.92,NONE,205.92,At-Risk,0
T000821,C0133,2024-05-06,352.84,P_LOYAL,299.91,At-Risk,1
T000822,C0133,2024-03-14,997.79,P_PAYDAY,947.79,At-Risk,1
T000823,C0133,2024-03-25,812.7,P_WEEKEND,782.7,At-Risk,1
T000824,C0133,2024-02-06,458.29,P_PAYDAY,408.29,At-Risk,1
T000825,C0133,2024-04-26,901.51,NONE,901.51,At-Risk,0
T000826,C0133,2024-06-09,211.94,NONE,211.94,At-Risk,0
T000827,C0133,2024-03-07,794.06,NONE,794.06,At-Risk,0
T000828,C0133,2024-04-16,609.08,P_PAYDAY,559.08,At-Risk,1
T000829,C0133,2024-04-18,787.29,P_LOYAL,669.2,At-Risk,1
T000830,C0134,2024-05-25,2671.57,NONE,2671.57,At-Risk,0
T000831,C0134,2024-04-26,1300.43,NONE,1300.43,At-Risk,0
T000832,C0134,2024-03-13,2728.93,NONE,2728.93,At-Risk,0
T000833,C0134,2024-04-19,2464.68,P_CHAMPION,1971.74,At-Risk,1
T000834,C0134,2024-05-14,1077.69,P_PAYDAY,1027.69,At-Risk,1
T000835,C0134,2024-02-04,1178.79,P_CHAMPION,943.03,At-Risk,1
T000836,C0134,2024-01-04,1920.91,NONE,1920.91,At-Risk,0
T000837,C0134,2024-03-17,868.68,NONE,868.68,At-Risk,0
T000838,C0134,2024-03-26,2760.27,NONE,2760.27,At-Risk,0
T000839,C0134,2024-01-12,1825.06,P_NEWYEAR,1642.55,At-Risk,1
T000840,C0134,2024-05-26,520.3,P_WEEKEND,490.3,At-Risk,1
T000841,C0135,2024-05-20,959.34,P_WEEKEND,929.34,New,1
T000842,C0135,2024-06-09,221.73,NONE,221.73,New,0
T000843,C0135,2024-03-20,941.53,NONE,941.53,New,0
T000844,C0135,2024-01-28,388.14,NONE,388.14,New,0
T000845,C0135,2024-06-16,914.79,P_MIDYEAR,714.79,New,1
T000846,C0136,2024-05-10,108.87,P_PAYDAY,58.87,Loyal,1
T000847,C0137,2024-04-01,117.92,P_WEEKEND,87.92,New,1
T000848,C0138,2024-06-12,882.36,NONE,882.36,New,0
T000849,C0138,2024-06-21,524.28,NONE,524.28,New,0
T000850,C0138,2024-02-12,225.83,NONE,225.83,New,0
T000851,C0138,2024-01-08,782.88,NONE,782.88,New,0
T000852,C0138,2024-02-16,713.1,NONE,713.1,New,0
T000853,C0138,2024-04-08,353.06,NONE,353.06,New,0
T000854,C0138,2024-04-01,608.97,NONE,608.97,New,0
T000855,C0138,2024-01-25,648.55,NONE,648.55,New,0
T000856,C0138,2024-04-07,393.84,NONE,393.84,New,0
T000857,C0138,2024-06-05,690.02,NONE,690.02,New,0
T000858,C0138,2024-02-28,705.2,P_WEEKEND,675.2,New,1
T000859,C0139,2024-01-07,1286.26,P_WEEKEND,1256.26,Loyal,1
T000860,C0139,2024-01-31,9811.65,NONE,9811.65,Loyal,0
T000861,C0139,2024-01-17,1050.62,NONE,1050.62,Loyal,0
T000862,C0139,2024-06-28,2230.17,P_CHAMPION,1784.14,Loyal,1
T000863,C0139,2024-02-16,2403.16,NONE,2403.16,Loyal,0
T000864,C0139,2024-06-20,1035.77,NONE,1035.77,Loyal,0
T000865,C0139,2024-05-07,2288.43,P_PAYDAY,2238.43,Loyal,1
T000866,C0139,2024-04-24,775.44,NONE,775.44,Loyal,0
T000867,C0139,2024-03-23,982.59,P_PAYDAY,932.59,Loyal,1
T000868,C0139,2024-05-17,1079.49,NONE,1079.49,Loyal,0
T000869,C0139,2024-05-10,526.85,NONE,526.85,Loyal,0
T000870,C0139,2024-05-15,609.31,NONE,609.31,Loyal,0
T000871,C0139,2024-02-20,2362.88,P_WEEKEND,2332.88,Loyal,1
T000872,C0139,2024-01-26,2577.62,P_CHAMPION,2062.1,Loyal,1
T000873,C0139,2024-04-07,2310.91,NONE,2310.91,Loyal,0
T000874,C0140,2024-05-25,393.39,NONE,393.39,New,0
T000875,C0141,2024-01-20,982.6,P_CHAMPION,786.08,Champion,1
T000876,C0141,2024-04-14,1064.66,NONE,1064.66,Champion,0
T000877,C0141,2024-06-14,1097.13,P_WEEKEND,1067.13,Champion,1
T000878,C0141,2024-01-15,2383.96,P_WEEKEND,2353.96,Champion,1
T000879,C0141,2024-04-29,1844.58,NONE,1844.58,Champion,0
T000880,C0141,2024-04-19,888.79,NONE,888.79,Champion,0
T000881,C0141,2024-03-27,646.27,NONE,646.27,Champion,0
T000882,C0141,2024-05-28,1396.53,P_PAYDAY,1346.53,Champion,1
T000883,C0141,2024-03-07,632.45,P_CHAMPION,505.96,Champion,1
T000884,C0141,2024-03-28,1263.48,NONE,1263.48,Champion,0
T000885,C0141,2024-01-05,2492.48,NONE,2492.48,Champion,0
T000886,C0142,2024-03-10,1211.42,P_PAYDAY,1161.42,New,1
T000887,C0142,2024-04-29,979.23,NONE,979.23,New,0
T000888,C0142,2024-01-28,1539.0,NONE,1539.0,New,0
T000889,C0142,2024-01-27,1562.43,P_CHAMPION,1249.94,New,1
T000890,C0142,2024-04-07,1513.81,P_DOUBLE_SALE,1332.15,New,1
T000891,C0142,2024-03-27,2223.7,P_CHAMPION,1778.96,New,1
T000892,C0142,2024-06-25,2252.35,P_WEEKEND,2222.35,New,1
T000893,C0142,2024-04-17,1418.48,P_WEEKEND,1388.48,New,1
T000894,C0142,2024-05-15,1676.73,P_CHAMPION,1341.38,New,1
T000895,C0142,2024-06-13,1723.67,NONE,1723.67,New,0
T000896,C0142,2024-01-17,812.21,NONE,812.21,New,0
T000897,C0142,2024-05-26,1019.88,P_CHAMPION,815.9,New,1
T000898,C0142,2024-02-09,1570.63,NONE,1570.63,New,0
T000899,C0142,2024-03-20,1055.89,P_PAYDAY,1005.89,New,1
T000900,C0142,2024-01-16,2808.1,NONE,2808.1,New,0
T000901,C0143,2024-04-08,350.68,P_WEEKEND,320.68,Loyal,1
T000902,C0143,2024-01-25,383.66,NONE,383.66,Loyal,0
T000903,C0144,2024-06-21,149.11,P_MIDYEAR,0.0,New,1
T000904,C0145,2024-04-01,631.98,P_PAYDAY,581.98,New,1
T000905,C0145,2024-04-25,680.0,NONE,680.0,New,0
T000906,C0145,2024-03-16,4476.64,P_PAYDAY,4426.64,New,1
T000907,C0145,2024-01-07,933.0,NONE,933.0,New,0
T000908,C0145,2024-01-21,463.35,NONE,463.35,New,0
T000909,C0145,2024-02-22,760.31,P_LOYAL,646.26,New,1
T000910,C0146,2024-04-12,1746.32,NONE,1746.32,New,0
T000911,C0146,2024-03-26,1938.16,NONE,1938.16,New,0
T000912,C0146,2024-05-24,2229.76,P_PAYDAY,2179.76,New,1
T000913,C0146,2024-02-16,705.07,NONE,705.07,New,0
T000914,C0146,2024-03-12,2240.9,NONE,2240.9,New,0
T000915,C0146,2024-01-25,701.76,P_CHAMPION,561.41,New,1
T000916,C0146,2024-06-22,1947.81,NONE,1947.81,New,0
T000917,C0146,2024-03-16,1277.55,P_WEEKEND,1247.55,New,1
T000918,C0146,2024-01-21,1239.47,NONE,1239.47,New,0
T000919,C0146,2024-06-07,1486.38,NONE,1486.38,New,0
T000920,C0146,2024-06-15,2777.55,NONE,2777.55,New,0
T000921,C0146,2024-06-05,916.97,P_WEEKEND,886.97,New,1
T000922,C0146,2024-01-29,2762.53,NONE,2762.53,New,0
T000923,C0146,2024-06-06,10539.49,NONE,10539.49,New,0
T000924,C0146,2024-03-21,2119.01,NONE,2119.01,New,0
T000925,C0146,2024-01-31,789.28,NONE,789.28,New,0
T000926,C0146,2024-02-17,1990.85,NONE,1990.85,New,0
T000927,C0146,2024-03-09,1007.42,P_PAYDAY,957.42,New,1
T000928,C0146,2024-03-02,1767.48,NONE,1767.48,New,0
T000929,C0147,2024-02-29,175.58,P_PAYDAY,125.58,New,1
T000930,C0147,2024-05-31,199.36,P_WELCOME,99.36,New,1
T000931,C0148,2024-01-23,2438.74,P_CHAMPION,1950.99,Loyal,1
T000932,C0148,2024-01-30,502.57,NONE,502.57,Loyal,0
T000933,C0148,2024-02-22,1668.53,P_WEEKEND,1638.53,Loyal,1
T000934,C0148,2024-04-03,1829.52,NONE,1829.52,Loyal,0
T000935,C0148,2024-04-25,2502.69,P_PAYDAY,2452.69,Loyal,1
T000936,C0148,2024-02-28,1497.85,NONE,1497.85,Loyal,0
T000937,C0148,2024-03-07,1921.46,NONE,1921.46,Loyal,0
T000938,C0148,2024-05-23,1042.83,NONE,1042.83,Loyal,0
T000939,C0148,2024-06-22,524.7,P_CHAMPION,419.76,Loyal,1
T000940,C0148,2024-06-03,1824.66,NONE,1824.66,Loyal,0
T000941,C0149,2024-01-05,176.38,NONE,176.38,Champion,0
T000942,C0150,2024-03-15,946.85,NONE,946.85,Loyal,0
T000943,C0150,2024-03-01,814.54,P_FLASH,692.36,Loyal,1
T000944,C0150,2024-05-17,763.99,P_WEEKEND,733.99,Loyal,1
T000945,C0150,2024-01-17,3678.77,NONE,3678.77,Loyal,0
T000946,C0150,2024-03-15,771.21,P_PAYDAY,721.21,Loyal,1
T000947,C0150,2024-04-03,985.98,NONE,985.98,Loyal,0
T000948,C0150,2024-04-08,3186.24,P_WEEKEND,3156.24,Loyal,1
T000949,C0150,2024-04-30,348.87,NONE,348.87,Loyal,0
T000950,C0151,2024-06-04,685.04,P_WEEKEND,655.04,Champion,1
T000951,C0151,2024-01-23,970.43,P_LOYAL,824.87,Champion,1
T000952,C0151,2024-03-23,344.69,NONE,344.69,Champion,0
T000953,C0151,2024-01-19,407.49,P_WEEKEND,377.49,Champion,1
T000954,C0151,2024-05-09,606.65,P_PAYDAY,556.65,Champion,1
T000955,C0151,2024-01-26,244.96,NONE,244.96,Champion,0
T000956,C0151,2024-04-28,962.26,NONE,962.26,Champion,0
T000957,C0151,2024-05-05,931.8,NONE,931.8,Champion,0
T000958,C0151,2024-01-26,846.57,NONE,846.57,Champion,0
T000959,C0152,2024-02-15,256.9,P_WEEKEND,226.9,At-Risk,1
T000960,C0152,2024-06-11,346.89,NONE,346.89,At-Risk,0
T000961,C0153,2024-04-18,74.46,NONE,74.46,Loyal,0
T000962,C0153,2024-05-23,116.07,P_WEEKEND,86.07,Loyal,1
T000963,C0154,2024-04-22,165.93,NONE,165.93,New,0
T000964,C0155,2024-06-07,617.67,NONE,617.67,At-Risk,0
T000965,C0155,2024-05-13,424.66,NONE,424.66,At-Risk,0
T000966,C0155,2024-03-11,418.56,NONE,418.56,At-Risk,0
T000967,C0155,2024-04-24,445.36,NONE,445.36,At-Risk,0
T000968,C0155,2024-04-26,810.63,P_PAYDAY,760.63,At-Risk,1
T000969,C0155,2024-06-20,414.89,NONE,414.89,At-Risk,0
T000970,C0155,2024-01-26,879.77,P_WEEKEND,849.77,At-Risk,1
T000971,C0155,2024-02-05,958.59,P_PAYDAY,908.59,At-Risk,1
T000972,C0155,2024-05-27,353.16,P_WEEKEND,323.16,At-Risk,1
T000973,C0156,2024-04-19,233.0,NONE,233.0,New,0
T000974,C0157,2024-01-13,163.88,NONE,163.88,Champion,0
T000975,C0158,2024-05-24,291.33,NONE,291.33,New,0
T000976,C0158,2024-04-06,224.34,P_WEEKEND,194.34,New,1
T000977,C0158,2024-03-03,369.88,NONE,369.88,New,0
T000978,C0159,2024-04-08,192.15,NONE,192.15,New,0
T000979,C0159,2024-03-21,150.94,P_WEEKEND,120.94,New,1
T000980,C0160,2024-06-17,1083.58,NONE,1083.58,Loyal,0
T000981,C0160,2024-02-07,2310.57,P_CHAMPION,1848.46,Loyal,1
T000982,C0160,2024-04-05,1041.26,NONE,1041.26,Loyal,0
T000983,C0160,2024-04-25,1004.55,NONE,1004.55,Loyal,0
T000984,C0160,2024-06-22,1766.03,P_CHAMPION,1412.82,Loyal,1
T000985,C0160,2024-06-17,1262.07,NONE,1262.07,Loyal,0
T000986,C0160,2024-03-16,1931.18,NONE,1931.18,Loyal,0
T000987,C0160,2024-06-02,1073.02,NONE,1073.02,Loyal,0
T000988,C0160,2024-03-12,987.32,P_CHAMPION,789.86,Loyal,1
T000989,C0160,2024-06-04,2799.74,P_CHAMPION,2239.79,Loyal,1
T000990,C0160,2024-02-29,1986.5,P_WEEKEND,1956.5,Loyal,1
T000991,C0160,2024-02-25,2498.21,P_PAYDAY,2448.21,Loyal,1
T000992,C0160,2024-02-28,1214.9,NONE,1214.9,Loyal,0
T000993,C0160,2024-01-23,1332.26,P_WEEKEND,1302.26,Loyal,1
T000994,C0160,2024-05-23,1224.29,NONE,1224.29,Loyal,0
T000995,C0160,2024-01-12,2361.88,NONE,2361.88,Loyal,0
T000996,C0160,2024-01-06,605.88,P_CHAMPION,484.7,Loyal,1
T000997,C0161,2024-01-13,217.86,NONE,217.86,At-Risk,0
T000998,C0161,2024-01-26,682.11,NONE,682.11,At-Risk,0
T000999,C0161,2024-02-26,862.84,NONE,862.84,At-Risk,0
T001000,C0161,2024-01-27,440.15,NONE,440.15,At-Risk,0
T001001,C0161,2024-01-30,653.54,P_PAYDAY,603.54,At-Risk,1
T001002,C0162,2024-01-08,103.6,NONE,103.6,New,0
T001003,C0162,2024-06-28,70.01,P_WELCOME,0.0,New,1
T001004,C0163,2024-06-25,92.7,P_WEEKEND,62.7,Champion,1
T001005,C0164,2024-05-17,1719.56,NONE,1719.56,At-Risk,0
T001006,C0164,2024-03-08,945.04,P_PAYDAY,895.04,At-Risk,1
T001007,C0164,2024-04-27,2142.28,P_CHAMPION,1713.82,At-Risk,1
T001008,C0164,2024-06-09,2732.18,P_CHAMPION,2185.74,At-Risk,1
T001009,C0164,2024-06-22,31490.06,P_MIDYEAR,31290.06,At-Risk,1
T001010,C0164,2024-06-24,2033.9,NONE,2033.9,At-Risk,0
T001011,C0164,2024-02-02,1813.86,P_PAYDAY,1763.86,At-Risk,1
T001012,C0164,2024-02-14,2616.81,P_PAYDAY,2566.81,At-Risk,1
T001013,C0164,2024-01-18,1972.9,P_CHAMPION,1578.32,At-Risk,1
T001014,C0164,2024-06-07,2763.86,NONE,2763.86,At-Risk,0
T001015,C0164,2024-05-12,2780.08,NONE,2780.08,At-Risk,0
T001016,C0164,2024-03-30,1272.98,P_PAYDAY,1222.98,At-Risk,1
T001017,C0165,2024-05-24,220.72,P_PAYDAY,170.72,Loyal,1
T001018,C0165,2024-02-03,626.9,NONE,626.9,Loyal,0
T001019,C0165,2024-01-27,922.57,NONE,922.57,Loyal,0
T001020,C0165,2024-05-10,708.92,NONE,708.92,Loyal,0
T001021,C0165,2024-01-15,736.8,P_LOYAL,626.28,Loyal,1
T001022,C0165,2024-04-25,447.61,NONE,447.61,Loyal,0
T001023,C0165,2024-04-23,551.55,NONE,551.55,Loyal,0
T001024,C0165,2024-05-15,889.87,NONE,889.87,Loyal,0
T001025,C0165,2024-04-13,519.37,P_WEEKEND,489.37,Loyal,1
T001026,C0166,2024-05-03,160.71,NONE,160.71,Champion,0
T001027,C0167,2024-01-30,2478.34,NONE,2478.34,Loyal,0
T001028,C0167,2024-06-21,941.92,P_PAYDAY,891.92,Loyal,1
T001029,C0167,2024-01-24,526.02,P_WEEKEND,496.02,Loyal,1
T001030,C0167,2024-05-06,846.41,NONE,846.41,Loyal,0
T001031,C0167,2024-04-01,377.2,NONE,377.2,Loyal,0
T001032,C0167,2024-04-29,692.39,NONE,692.39,Loyal,0
T001033,C0167,2024-02-06,504.95,NONE,504.95,Loyal,0
T001034,C0167,2024-01-06,617.81,P_WEEKEND,587.81,Loyal,1
T001035,C0167,2024-01-29,463.74,P_LOYAL,394.18,Loyal,1
T001036,C0167,2024-01-07,858.12,NONE,858.12,Loyal,0
T001037,C0167,2024-03-14,313.59,P_WEEKEND,283.59,Loyal,1
T001038,C0168,2024-01-14,183.47,NONE,183.47,Champion,0
T001039,C0168,2024-05-08,165.74,NONE,165.74,Champion,0
T001040,C0168,2024-06-17,129.73,NONE,129.73,Champion,0
T001041,C0169,2024-03-27,2014.76,P_PAYDAY,1964.76,Champion,1
T001042,C0169,2024-03-26,2271.83,NONE,2271.83,Champion,0
T001043,C0169,2024-04-04,559.26,NONE,559.26,Champion,0
T001044,C0169,2024-03-24,600.32,NONE,600.32,Champion,0
T001045,C0169,2024-03-03,1038.53,NONE,1038.53,Champion,0
T001046,C0169,2024-05-25,1131.17,NONE,1131.17,Champion,0
T001047,C0169,2024-04-24,1391.92,NONE,1391.92,Champion,0
T001048,C0169,2024-06-07,1419.78,NONE,1419.78,Champion,0
T001049,C0169,2024-03-02,2245.42,P_WEEKEND,2215.42,Champion,1
T001050,C0169,2024-02-18,2022.67,NONE,2022.67,Champion,0
T001051,C0169,2024-05-09,1394.72,P_PAYDAY,1344.72,Champion,1
T001052,C0169,2024-03-31,1470.43,P_CHAMPION,1176.34,Champion,1
T001053,C0170,2024-04-14,59.45,NONE,59.45,Champion,0
T001054,C0170,2024-03-29,76.8,P_WELCOME,0.0,Champion,1
T001055,C0171,2024-02-22,416.56,NONE,416.56,New,0
T001056,C0171,2024-03-13,568.3,NONE,568.3,New,0
T001057,C0171,2024-04-18,352.64,NONE,352.64,New,0
T001058,C0171,2024-05-16,991.75,NONE,991.75,New,0
T001059,C0171,2024-06-02,4647.23,P_PAYDAY,4597.23,New,1
T001060,C0171,2024-01-18,562.54,NONE,562.54,New,0
T001061,C0171,2024-03-10,446.68,NONE,446.68,New,0
T001062,C0171,2024-02-13,487.92,P_LOYAL,414.73,New,1
T001063,C0172,2024-06-15,1937.28,P_MIDYEAR,1737.28,At-Risk,1
T001064,C0172,2024-01-04,1180.63,P_NEWYEAR,1062.57,At-Risk,1
T001065,C0172,2024-01-16,2597.13,NONE,2597.13,At-Risk,0
T001066,C0172,2024-02-11,1027.73,NONE,1027.73,At-Risk,0
T001067,C0172,2024-04-03,1566.16,NONE,1566.16,At-Risk,0
T001068,C0172,2024-05-23,2149.05,NONE,2149.05,At-Risk,0
T001069,C0172,2024-06-21,2303.02,NONE,2303.02,At-Risk,0
T001070,C0172,2024-02-09,2484.85,NONE,2484.85,At-Risk,0
T001071,C0172,2024-01-18,1515.01,NONE,1515.01,At-Risk,0
T001072,C0172,2024-01-12,2816.6,NONE,2816.6,At-Risk,0
T001073,C0172,2024-04-27,7673.45,NONE,7673.45,At-Risk,0
T001074,C0172,2024-05-01,1332.95,NONE,1332.95,At-Risk,0
T001075,C0172,2024-02-27,1454.45,NONE,1454.45,At-Risk,0
T001076,C0172,2024-01-23,979.01,P_WEEKEND,949.01,At-Risk,1
T001077,C0173,2024-02-05,371.03,P_LOYAL,315.38,New,1
T001078,C0173,2024-01-16,259.66,P_LOYAL,220.71,New,1
T001079,C0173,2024-05-17,825.15,P_LOYAL,701.38,New,1
T001080,C0173,2024-03-06,570.56,NONE,570.56,New,0
T001081,C0173,2024-03-12,786.04,NONE,786.04,New,0
T001082,C0173,2024-02-06,308.51,P_LOYAL,262.23,New,1
T001083,C0174,2024-03-17,171.0,NONE,171.0,Loyal,0
T001084,C0174,2024-05-17,168.63,NONE,168.63,Loyal,0
T001085,C0175,2024-02-01,214.46,P_WINBACK,160.84,Loyal,1
T001086,C0175,2024-02-29,168.89,P_WINBACK,126.67,Loyal,1
T001087,C0175,2024-02-15,316.82,NONE,316.82,Loyal,0
T001088,C0176,2024-03-21,140.43,NONE,140.43,At-Risk,0
T001089,C0177,2024-02-01,232.49,P_LOYAL,197.62,Loyal,1
T001090,C0177,2024-05-30,348.17,P_PAYDAY,298.17,Loyal,1
T001091,C0177,2024-01-13,995.54,NONE,995.54,Loyal,0
T001092,C0177,2024-05-07,886.49,NONE,886.49,Loyal,0
T001093,C0177,2024-04-24,597.42,NONE,597.42,Loyal,0
T001094,C0177,2024-02-16,622.66,P_LOYAL,529.26,Loyal,1
T001095,C0177,2024-02-24,988.41,NONE,988.41,Loyal,0
T001096,C0177,2024-01-29,436.76,NONE,436.76,Loyal,0
T001097,C0178,2024-06-10,65.92,NONE,65.92,Champion,0
T001098,C0178,2024-06-26,156.13,P_WEEKEND,126.13,Champion,1
T001099,C0179,2024-06-16,138.49,NONE,138.49,At-Risk,0
T001100,C0180,2024-04-16,159.17,NONE,159.17,Loyal,0
T001101,C0181,2024-01-18,193.01,P_WELCOME,93.01,At-Risk,1
T001102,C0182,2024-01-12,746.86,P_WEEKEND,716.86,At-Risk,1
T001103,C0182,2024-02-27,319.35,P_PAYDAY,269.35,At-Risk,1
T001104,C0182,2024-06-20,471.72,P_LOYAL,400.96,At-Risk,1
T001105,C0182,2024-03-07,676.96,NONE,676.96,At-Risk,0
T001106,C0182,2024-06-12,567.79,NONE,567.79,At-Risk,0
T001107,C0182,2024-04-29,859.28,P_LOYAL,730.39,At-Risk,1
T001108,C0182,2024-04-05,809.92,NONE,809.92,At-Risk,0
T001109,C0183,2024-01-11,254.61,NONE,254.61,Champion,0
T001110,C0184,2024-04-23,152.23,P_PAYDAY,102.23,Champion,1
T001111,C0184,2024-01-15,194.86,NONE,194.86,Champion,0
T001112,C0185,2024-01-21,194.6,P_WEEKEND,164.6,New,1
T001113,C0186,2024-06-27,217.42,NONE,217.42,Loyal,0
T001114,C0187,2024-03-22,2840.22,NONE,2840.22,Champion,0
T001115,C0187,2024-03-05,1934.33,P_PAYDAY,1884.33,Champion,1
T001116,C0187,2024-03-03,1746.5,NONE,1746.5,Champion,0
T001117,C0187,2024-04-09,2495.88,P_PAYDAY,2445.88,Champion,1
T001118,C0187,2024-01-09,2281.65,NONE,2281.65,Champion,0
T001119,C0187,2024-01-27,1222.06,P_WEEKEND,1192.06,Champion,1
T001120,C0187,2024-03-17,1335.46,P_WEEKEND,1305.46,Champion,1
T001121,C0187,2024-04-15,2413.51,P_CHAMPION,1930.81,Champion,1
T001122,C0187,2024-06-08,2239.07,NONE,2239.07,Champion,0
T001123,C0187,2024-02-21,2465.11,P_PAYDAY,2415.11,Champion,1
T001124,C0187,2024-04-23,1121.79,NONE,1121.79,Champion,0
T001125,C0187,2024-06-04,807.32,P_WEEKEND,777.32,Champion,1
T001126,C0187,2024-05-30,1973.58,NONE,1973.58,Champion,0
T001127,C0188,2024-06-04,344.61,P_MIDYEAR,144.61,New,1
T001128,C0188,2024-01-04,119.46,P_WINBACK,89.6,New,1
T001129,C0189,2024-03-12,220.22,NONE,220.22,Champion,0
T001130,C0190,2024-04-10,1807.6,P_WEEKEND,1777.6,At-Risk,1
T001131,C0190,2024-01-04,1286.87,NONE,1286.87,At-Risk,0
T001132,C0190,2024-02-12,2748.86,NONE,2748.86,At-Risk,0
T001133,C0190,2024-06-21,1218.11,P_WEEKEND,1188.11,At-Risk,1
T001134,C0190,2024-04-29,2000.85,NONE,2000.85,At-Risk,0
T001135,C0190,2024-06-07,1827.67,NONE,1827.67,At-Risk,0
T001136,C0190,2024-03-17,1589.05,P_WEEKEND,1559.05,At-Risk,1
T001137,C0190,2024-03-23,1512.29,NONE,1512.29,At-Risk,0
T001138,C0190,2024-03-02,2993.39,NONE,2993.39,At-Risk,0
T001139,C0190,2024-05-12,595.66,NONE,595.66,At-Risk,0
T001140,C0190,2024-01-29,2961.85,NONE,2961.85,At-Risk,0
T001141,C0190,2024-04-05,531.93,P_PAYDAY,481.93,At-Risk,1
T001142,C0190,2024-02-08,13173.23,NONE,13173.23,At-Risk,0
T001143,C0190,2024-01-15,2694.88,NONE,2694.88,At-Risk,0
T001144,C0190,2024-06-22,965.67,NONE,965.67,At-Risk,0
T001145,C0190,2024-02-01,550.62,NONE,550.62,At-Risk,0
T001146,C0190,2024-04-10,1764.58,NONE,1764.58,At-Risk,0
T001147,C0190,2024-01-01,604.72,P_NEWYEAR,544.25,At-Risk,1
T001148,C0191,2024-02-25,107.11,NONE,107.11,New,0
T001149,C0191,2024-06-07,173.23,P_WEEKEND,143.23,New,1
T001150,C0192,2024-03-18,523.45,P_PAYDAY,473.45,Loyal,1
T001151,C0192,2024-04-01,562.94,NONE,562.94,Loyal,0
T001152,C0192,2024-03-12,924.55,P_PAYDAY,874.55,Loyal,1
T001153,C0192,2024-04-18,306.57,NONE,306.57,Loyal,0
T001154,C0192,2024-02-24,897.03,NONE,897.03,Loyal,0
T001155,C0192,2024-04-21,452.16,NONE,452.16,Loyal,0
T001156,C0193,2024-01-25,929.99,NONE,929.99,Champion,0
T001157,C0193,2024-03-27,6363.3,NONE,6363.3,Champion,0
